text,comments_count
"🚆Сегодня провели технический пуск участка «Каховская — Каширская» БКЛ 
 
«Каховскую» открыли в прошлом году, скоро откроем «Варшавскую» и «Каширскую». Больше о станциях — в ролике👇",87
"🚇Хотите стать машинистом метро? 
 
Это наша самая популярная профессия — сегодня в Корпоративном университете на нее обучаются 580 человек. После успешного окончания они 100% получат работу. 
 
Кстати, средняя зарплата у машинистов поезда — от 110 тысяч рублей. 
 
📲Звоните по номеру +7 495 622-22-22 (каждый день с 8:00 до 20:00) или заходите на job.mosmetro.ru",73
"❗В ночь с 22:00 до 6:30 14-16, 18-24 декабря на D2 изменится расписание поездов 
 
🔹После 0:00 не будет движения в сторону Москвы на Курском направлении 
🔹Интервалы станут больше — местами до 20 минут 
🔹Часть поездов отменят, часть поедет без остановок от Подольска до Царицыно
 
В это время проведут работы по усилению контактной сети на участке Подольск — Царицыно. Здесь закроют один главный путь, поезда поедут в реверсивном режиме. 
 
Смотрите график движения на central-ppk.ru/new",8
"Нашли в архиве крутое фото с дежурным механиком эскалаторной службы В.А. Дубининой на Ленинских горах (сейчас они Воробьевы)

Скоро вы снова сможете здесь проехать😉",27
"🚊В Москву поступили уже 44 вагона поезда «Иволга 3.0»

11-вагонные составы российского производства проходят обкатку без пассажиров — идет проверка всего оборудования и системы связи. У части из них уже закончились испытания.

При приемке мы предъявляем высокие требования к качеству подвижного состава, его комфорту и безопасности.

Эта закупка Московского метро проходит на средства инфраструктурного кредита, в октябре 2021 года его выделило Правительство РФ. В том числе, на поезда для будущих диаметров.

Еще один кредит одобрили в июле 2022 года. Их общая сумма — больше 106 млрд руб. На эти средства закупят и вагоны для строящихся участков линий метро.",101
"🚇У нас появились бумажные модельки поезда «Москва-2020» в формате 3D 
 
Процесс сборки стал проще — не надо вырезать и клеить детали. Такой состав украсит любой рабочий стол или книжную полку (длина 22 см, а ширина 2,5 см😏)
 
Ловите мини-поезда тут: shop.mosmetro.ru/suveniry/cardboard_train",63
"✈️Теперь на Аэроэкспрессах в Шереметьево – на 15 минут быстрее

Новую ж/д линию «Лобня – аэропорт Шереметьево» соединили с Савеловским направлением. Поезда запускают напрямую из Москвы к терминалам В и С.

Сколько едут Аэроэкспрессы:

🔹от ТПУ «Окружная» – 35 минут
🔹от Белорусского вокзала – 50 минут

Интервал остался такой же – каждые 30-40 минут в/из аэропорта. После остановки в терминалах В и С составы продолжат движение к D, E, F.

Смотрите обновленное расписание – здесь: aeroexpress.ru/aero/schedule",8
"👰‍🤵Закончили сезон свадеб на «Маяковской» — ночью заветное «да» здесь сказали еще 2 пары 
 
Церемонии проходят, когда ритм города замирает: молодожены наслаждаются атмосферой метро и не мешают другим пассажирам. Всего в этом году на станции поженились 19 пар. 
 
Заявление на регистрацию брака в необычные местах можно подать: 
 
🔹на сайте проекта «Новые адреса счастья»: mos.ru/city/projects/svadba
🔹Едином портале Госуслуг: gosuslugi.ru/situation/family_creation/marriage_registration 
🔹или лично во Дворце бракосочетания № 1",111
"🚉Лианозово D1 — что станет с ж/д станцией? 
 
Ее построят в 350 метрах от той, что уже есть, но ближе к Марку — в будущем здесь будет пересадка на одноименную станцию Люблинско-Дмитровской линии. 
 
Сейчас началось строительство вестибюлей: 
 
🔹Северный — свяжет с метро и Лианозовским проездом 
🔹Южный — соединит Лианозовский проезд и Дубнинскую улицу 
 
Еще сделают 2 платформы с навесами на всю длину. Попасть на них можно через подземные переходы, которые оборудуют эскалаторами и лифтами — удобные для маломобильных и пассажиров с колясками.",23
"🐱На одной из станций метро мы снова нашли кота — в спортивной сумке и без документов 
 
Сейчас он в безопасности. Надеемся, хозяева придут за ним или пушистого красавца придется передать в приют. 
 
Если вы не готовы ухаживать за питомцем — пристройте его через наш проект «Хвосты и лапки»: hvostyilapki.wi-fi.ru. Разместите анкету и фото животного, и дождитесь отклика от того, кто сможет приютить. 
 
Ну, а если вы хозяин черныша — напишите нам в ЛС в чат-бот Александра слово «оператор» или наберите 3210 с мобильного. Для подтверждения мы попросим показать ветеринарные документы или фото и назвать станцию, где оставили кота. 
 
👜Напоминаем — чтобы найти забытую вещь, можно: 
 
🔹позвонить по номеру 3210
🔹написать в чат-бот Александра 
🔹создать обращение о потере вещей в приложении «Метро Москвы»",31
"‍🗺До конца декабря разместим новую навигацию для маломобильных пассажиров на 20 станциях метро, а до конца 2023-го она будет на всех станциях метро и МЦК

С новыми обозначениями проще ориентироваться, планировать маршруты и узнавать, есть ли здесь пандусы и лифты.

Узнать, какие станции оборудованы для маломобильных, можно:

🔹В приложении «Метро Москвы» — информацию можно настроить в разделе «Фильтры»
🔹В разделе «Справочник по станциям»: mosmetro.ru/passengers/information/stations",4
"🎓Рассказываем, какие профессии для метро есть в Колледже Московского транспорта — сегодня на них учатся больше 1500 ребят
 
Узнать подробности о наших вакансиях можно:
 
🔹в центрах подбора персонала 
🔹на job.mosmetro.ru 
🔹у чат-бота Александры у нас в ЛС",24
"🥳Поздравляем с 17-летием [club53639653|ЦППК] — крупнейшего ж/д перевозчика в Москве и пригороде
 
Каждый день вы помогаете миллионам людей добраться туда, где их ждут. 
 
А еще в 2023-м — запуск новых диаметров. И без вас нам точно не обойтись❤",30
"🚆Вместе с «Комсомольской Правдой» сделали спецпроект о ТПУ на МЦД

Почитайте, где на диаметрах уже есть пересадки и где они будут в ближайшие годы👉 kp.ru/putevoditel/spetsproekty/mcd-2022",9
"Праздник к нам приходит – начинаем установку больших и ярких букв «М». Знаем, как вы любите делать с ними фото❤
 
20 символов метро будут стоять рядом со станциями, еще 3 – внутри. Конструкции прошлогодние, но от этого не менее красивые. 

Найти их можно тут👇🏼 
 
🔹КЛ: Добрынинская, Киевская (Киевская площадь), Краснопресненская, Белорусская, Комсомольская (Комсомольская площадь), Курская (аванзал), Таганская (вестибюль)
🔹КРЛ: Третьяковская, Сухаревская, ВДНХ
🔹ЛДЛ: Чкаловская, Трубная, Марьина Роща 
🔹 СТЛ: Полянка, Савеловская 
🔹СЛ: Спортивная, Красные ворота 
🔹ЗЛ: Маяковская (северный вестибюль), Динамо
🔹Баррикадная (ТКЛ), Площадь Ильича (КЛ), Деловой центр (БКЛ), Смоленская (ФЛ)",39
Что есть в кабине машиниста «Москвы-2020»? Показываем🤩,106
"🚇Запустили поезд «Помогать по пути» на Арбатско-Покровской линии 
 
Здесь вы узнаете больше о волонтерской деятельности и истории волонтеров в Москве. А по специальному QR-коду внутри состава попадете на mosvolonter.ru 
 
Еще можно поддержать благотворительные программы (mos.ru/city/projects/blago) — для этого просто отсканируйте уникальный код и сделайте перевод. Средства отправят на поддержку детей, животных, пожилых и людей в сложной жизненной ситуации. 
 
Давайте делать добро вместе❤",28
"🚆В ноябре для БКЛ приняли 7 новых составов «Москва-2020»

По всей линии будут ходить только самые современные поезда. Чем они хороши:

🔹В салоне на 15% тише — чтобы лучше слышать собеседника
🔹Самые широкие двери из всех моделей вагонов — для комфортной и быстрой посадки
🔹Увеличенные ЖК-дисплеи и экраны под потолком — можно увидеть свою станцию с любого места
🔹Маршрутные табло снаружи поезда — чтобы вы всегда ехали в нужную сторону
🔹Зарядки у каждого сиденья — 368 на 8-вагонный состав, чтобы всегда оставаться на связи 
🔹Комфортную температуру в вагоне поддерживают 2 кондиционера — они даже обеззараживают воздух

Всего на БКЛ поедет около 100 поездов «Москва-2020». Это поможет снизить время ожидания на станции в 2 раза. 

Для их обслуживания мы строим депо «Нижегородское» и «Аминьевское» с около 1900 новых рабочих мест💪",97
"❗Вместе с ЦППК продолжаем [https://vk.com/wall-70228347_204841|выдавать] бесплатные абонементы на Павелецком направлении ж/д — теперь их можно получить сразу на 3 месяца
 
Они действуют от станции Бирюлево-Пассажирская до Павелецкого вокзала и обратно по рабочим дням в обычных поездах. Такие абонементы ввели, пока закрыт участок Замоскворецкой линии метро.

✅Как активировать абонемент впервые или продлить, если его действие заканчивается: 
 
🔹В кассах на станциях Бирюлево-Пассажирская и Бирюлево-Товарная 
🔹Он записывается на карту «Тройка»
🔹Если у вас нет транспортной карты, ее можно купить в кассе 
🔹Не забывайте прикладывать «Тройку» на вход к турникетам и валидаторам, чтобы проездной работал",33
"🚋Как работают трамваи на время закрытия участка Калужско-Рижской линии:

🔹№ 14 и 26 — бесплатный проезд от метро «Университет» до «Октябрьской», валидаторы отключены
🔹№ 38 и 39 — можно доехать до метро «Тульская» и Павелецкого вокзала
🔹Маршруты № 14, 26, 38, 39 — ходит больше вагонов, чтобы разгрузить бесплатные автобусы КМ
🔹На Шаболовке, улицах Вавилова и Большой Черемушкинской — трамваи ходят каждые 3-5 минут

Один такой «Витязь» перевозит до 260 человек, в нем 70 сидячих мест. 

Выбирайте трамваи — поездки будут быстрее и удобнее. Все альтернативные маршруты: i.transport.mos.ru/6",12
"🚇В новом выпуске проекта «Звезды в метро» — Светлана Хоркина, заслуженный мастер спорта по спортивной гимнастике, олимпийская чемпионка, многократный призер России, Европы и мира 
 
Она проехала от станции «Окружная» до «Славянского бульвара» и поделилась своими первыми воспоминаниями о метро из детства.
 
Все серии проекта можно посмотреть здесь: i.transport.mos.ru/metro_stars",19
"🦸🏻Собрали профессии, без которых не обходится ни один день на железной дороге 
 
Здесь работают тысячи специалистов, но труд некоторых скрыт от ваших глаз.",18
"🎹1 декабря стартовал новый сезон «Музыки в метро» — теперь площадки делятся по уровню громкости 
 
Так музыканты могут выбирать станции, которые подходят под их жанр и манеру исполнения. А для вас атмосфера станет более уютной. 
 
Всего есть 3 уровня: 
 
🔹низкий — на таких площадках выступают музыканты-солисты и акустические исполнители 
🔹средний — негромкие выступления солистов и коллективов 
🔹высокий — музыкальные коллективы, брасс-бэнды
 
Музыканты уже выступают на 37 площадках, 5 из них — новые на БКЛ. Смотрите расписание и уровень громкости площадок на music.mosmetro.ru💃",19
"⚒Скоро для вас откроются новые станции БКЛ — сейчас на каждой из них идет проверка и подготовка больше 50 инженерных систем:
 
🔹эскалаторов и лифтового оборудования
🔹систем вентиляции и кондиционирования 
🔹систем связи 
🔹касс, турникетов и систем оплаты проезда 
🔹систем управления движения поездов 
🔹электрооборудования и подстанций
 
Все это нужно для будущей безопасной и стабильной работы станций👌",103
"❗Напоминаем — с 3 по 7 декабря будет закрыт участок Калужско-Рижской линии. Все альтернативные маршруты можно посмотреть здесь: i.transport.mos.ru/6 
 
Чтобы ускорить проход пассажиров, режим работы вестибюлей может меняться в часы пик: 
 
🔹«Новые Черемушки» — северный вестибюль будет работать только на вход, южный только на выход 
🔹«Октябрьская» — вестибюль Калужско-Рижской линии будет работать на вход, вестибюль Кольцевой линии в утренний час пик на выход 
🔹«Калужская» — северный вестибюль будет работать только на выход, южный в вечерний час пик — на вход 
🔹«Воронцовская» — вестибюль № 2 в часы пик будет работать только на выход 
🔹«Проспект Вернадского» БКЛ — тоже возможны ситуативные изменения работы вестибюля 
 
Изменится режим работы пересадок: 
 
🔹с «Воронцовской» на «Калужскую» и с «Проспекта Вернадского» Сокольнической линии на БКЛ — в часы пик через улицу 
🔹с «Каховской» на «Севастопольскую» — через улицу",53
"☕Раздаем чай, печенье и шоколад с 3 по 7 декабря на время [https://vk.com/wall-70228347_207720|закрытия] участка Калужско-Рижской линии
 
Согреться горячим напитком и перекусить сладким угощением можно в шатрах на конечных станциях маршрута КМ: «Октябрьская» и «Новые Черемушки».
 
Больше 100 сотрудников ЦОМП помогут вам сориентироваться на месте. Заранее выбирайте маршрут и помните — дорога может занять больше времени.",17
"❗3-7 декабря не будет движения поездов между «Октябрьской» и «Новыми Черемушками» Калужско-Рижской линии на время прокладки 2-го тоннеля будущей Троицкой линии
 
Мы запустим 130 бесплатных автобусов КМ особо большого класса: 
 
🔹маршрут «Октябрьская» — «Шаболовская» (на Ленинском проспекте) — «Ленинский проспект» — «Академическая» — «Профсоюзная» — «Новые Черемушки» 
🔹график работы — с 5:30 до 2:00 
🔹интервал в часы пик — меньше минуты 
 
Остановку «Улица Вавилова» отменили, чтобы автобусы лучше ехали и тратили меньше времени в пути. 
 
👉Маршрут КМ будет загружен — советуем выбирать альтернативные варианты: 
 
🔹бесплатные трамваи № 14 и 26 
🔹БКЛ с пересадкой на Сокольническую и другие линии метро 
🔹МЦК Площадь Гагарина 
🔹Сокольническую линию 
🔹наземный транспорт 
 
Не рекомендуем Серпуховско-Тимирязевскую линию, чтобы ездить в центр — она будет перегружена. 
 
Стройте маршруты заранее и по возможности старайтесь избегать поездок в часы пик. Больше о закрытии — здесь: i.transport.mos.ru/6",6
"🚇БКЛ полноценно заработает уже в первом квартале 2023 года. Ловите немного фактов о линии:
 
🔹Сейчас интегрируют все системы новых станций с действующей сетью метро. Вчера провели техпуск северо-восточного участка — до конца года их проведут и на других участках

🔹По БКЛ ходят самые современные российские поезда «Москва-2020». А всего с 2010 года вагонов нового поколения в метро уже больше 4 тысяч

🔹Строительство БКЛ создало 6 тысяч новых рабочих мест

🔹После запуска нового участка вы сможете экономить в дороге до 40 минут в день",36
"❗В выходные с 17:00 3 декабря до 10:00 4 декабря на D1 изменится расписание поездов 
 
На участке от Савеловского до Белорусского вокзала: 
🔹Интервалы увеличат до 1 часа 
🔹Часть поездов отменят 
 
На Савеловском направлении: 
🔹Интервалы — до 50 минут
🔹У некоторых поездов изменятся остановки на участке Савеловский вокзал — Лобня
🔹Часть поездов поедет от/до Бескудниково, часть поездов дальнего пригорода — от/до Лобни 
 
На Белорусском направлении: 
🔹С 21:00 3 декабря до окончания движения интервалы — до 20 минут
 
Аэроэкспрессы: 
🔹Отменят некоторые рейсы — для поездок в аэропорт пользуйтесь экспресс-автобусами от метро «Ховрино»
 
В это время продолжат работы по строительству ТПУ «Лианозово». Они пройдут в выходные, когда людей на станциях меньше.

На Марке закроют путь «Из Москвы», поезда поедут в реверсивном режиме от Лобни до Бескудниково.

Смотрите график:
🔹пригородных и городских поездов — на central-ppk.ru/new
🔹Аэроэкспрессов и экспресс-автобусов — на aeroexpress.ru",6
"⚒Вот так сейчас выглядит эскалаторная галерея на Воробьевых горах — уже почти закончили остекление нижнего вестибюля 
 
Работаем 24/7, чтобы вы могли скорее прокатиться на эскалаторах с прекрасным видом😎",15
"🚆Теперь чат-бот Александра умеет отвечать на вопросы об Аэроэкспрессах и электричках — в ее базе знаний больше 320 ответов 
 
О чем ее можно спросить у нас в ЛС: 
 
🔹Как маломобильным пассажирам проехать в поездах ЦППК 
🔹Как зарядить телефон на ж/д вокзале или в пригородном поезде 
🔹Как подключиться к Wi-Fi в пригородных поездах 
🔹Где узнать о льготных билетах 
🔹О тарифных зонах
🔹Про потерянные и найденные вещи в пригородных поездах и на ж/д вокзалах 
 
Этому Александру научили пользователи онлайн-проекта «Город Заданий» и редакторы чат-бота — они вносили в базу знаний вопросы и ответы, а потом оттачивали знания и улучшали распознаваемость.

А еще у нее появился удобный сервис «Расписание МЦД»👇",0
"🎟️Популярные услуги Сервисных центров «Московский транспорт» теперь есть на 3 станциях: «Сретенский бульвар», «Арбатская» и «Пушкинская»

Там на стойках «Живое общение» можно:

🔹перенести баланс карты «Тройка»
🔹заменить нерабочую «Тройку» на новую
🔹получить компенсационный билет
🔹восстановить потерянную «Тройку»

Раньше эти услуги были только в Сервисных центрах на станциях БКЛ «Савёловская», «Проспект Вернадского» и «Кунцевская». 

Большинство услуг Сервисных центров доступно онлайн здесь: i.transport.mos.ru/dt_online",40
"🚇На какой станции есть «эффект парения»? Как изменилась техника панно в метро? Какие материалы используют чаще — матовые или глянцевые?
 
Обо всем расскажет архитектор станций БКЛ Александр Некрасов👌",13
"🚉В декабре откроем 2-ю платформу и 2-ю очередь вестибюля на новой станции Минская будущего D4 
 
Еще тут пройдут 3 и 4 главные пути, которые сейчас строят на Киевском направлении. По ним поедут пригородные и диаметральные поезда. 
 
С Минской уже работает удобная пересадка на Солнцевскую линию метро — пересесть можно всего за минуту.",37
"#вашифото@mosmetro

Арбатско-Покровская линия😍",33
"🎼Выложили список с 254 счастливчиками 5 сезона проекта «Музыка в метро» на music.mosmetro.ru

Среди них есть и опытные участники — 40 самых активных музыкантов прошлого сезона получат благодарственные письма от метро.

Еще пришло много инструментальных классических коллективов и новички с арфой и волынкой. Одним из участников стал юный пианист с синдромом Дауна — он наравне с остальными доказал, что музыка не имеет границ.

У проекта будет еще +5 площадок — на станциях БКЛ:
🔹«Каховская»
🔹«Проспект Вернадского»
🔹«Мичуринский проспект»
🔹«Новаторская»
🔹«Кунцевская»

Выступления начнутся с 1 декабря🥁",25
"❗️С 3:00 28 ноября по 3:00 8 декабря на D2 и Курском направлении изменится движение поездов

🔹D2 — интервалы частично увеличат, в том числе не в часы пик, до 18 минут
🔹На Курском направлении — в основном, в дальней зоне: часть поездов отменят, у некоторых поменяются остановки

В это время на участке от Серпухова до Тарусской будут строить мост.

Для пассажиров дальнего пригорода запустят автобусы — их маршруты и расписание можно посмотреть здесь: central-ppk.ru/new/press/news/news_item.php?page=3051944

График движения на МЦД есть в приложениях «Метро Москвы», «Расписание и билеты ЦППК» и на central-ppk.ru/new",13
"🏫[club25205856|Высшей школе экономики] в этом году 30 лет — поздравляем вуз юбилейным «Единым»

200 тысяч билетов можно найти в кассах и автоматах на станциях:

🔹Большой кольцевой линии
🔹Кольцевой и внутри нее

Советуем не мешкать, а то студенты все раскупят😏",8
"🎉Как и обещали, публикуем итоги розыгрыша МЦД

Вас было ооочень много, но рандом справился на ура. Сувенирный набор с футболкой, блокнотом и обложкой для паспорта получают: 
 
🔹[id502885|Елена Лычкина]
🔹[id488379843|Иван Федяков]
🔹[id268682022|Лена Коваленко]
🔹[id715128205|Владислав Иванов]
🔹[id282707972|Andrei Tarasov]
🔹[id24781573|Олег Мокряков]
🔹[id3156069|Александр Матыцын]
🔹[id468753674|Диана Каганова]
🔹[id280952493|Михаил Туманов]
🔹[id43529379|Яна Остафейчук]
 
Админ свяжется с вами в личке и расскажет, как получить приз — для этого проверьте, можно ли отправлять вам сообщения😏",18
"⚒Мы уже [https://vk.com/wall-70228347_202283|рассказывали], как обновим станции во время закрытия на Замоскворецкой линии. Теперь показываем👇
 
На «Коломенской» начали менять 1300 кв. м облицовки на путевых стенах — уложим здесь однотонную ровную плитку желтого оттенка и сохраним металлические панно.",35
"🚈В депо «Владыкино» Серпуховско-Тимирязевской линии заканчивается реконструкция. Готовность — уже 90% 
 
Какие ее главные плюсы: 
 
🔹Новый корпус — чтобы принимать еще +5 составов для ночной стоянки и +4 состава для ремонта 
🔹Современное здание для персонала — с комнатами отдыха локомотивных бригад и прачечным комплексом
🔹Обновится моечный комплекс — техника станет экологичнее и будет тщательнее мыть вагоны 
🔹Новый склад эскалаторного оборудования — специалисты смогут быстрее поставлять детали для ремонта эскалаторов, это сократит время их обслуживания 
🔹Здесь уже уложили 2,5 км новых путей, 9 стрелочных переводов, 850 м контактного рельса и построили новый стрелочный пост 
🔹Расширение депо улучшит условия труда больше 500 сотрудников и создаст для города новые рабочие места",22
"🚇Многолетняя история метро с 1935 по 2022 год за 3 секунды

Останавливайте видео, когда хотите, чтобы все разглядеть. Особенно названия некоторых станций — они немного отличаются от современных😉",16
"❗С 17:00 26 ноября по 12:00 27 ноября на D1 изменится расписание поездов 
 
На участке от Савеловского до Белорусского вокзала: 
🔹Интервалы увеличат до 1 часа 
🔹Часть поездов отменят 
 
На Савеловском направлении: 
🔹Интервалы — до 50 минут 
🔹Часть поездов поедет от/до Бескудниково, часть поездов дальнего пригорода — от/до Лобни 
 
На Белорусском направлении: 
🔹26 ноября с 21:00 до окончания движения интервалы — до 20 минут 
 
Аэроэкспрессы: 
🔹26 ноября — не будут ходить в/из аэропорта Шереметьево 
🔹27 ноября — отменят часть рейсов в первой половине дня 
 
В это время будут подключать инфраструктуру к запуску линии в Северный терминальный комплекс аэропорта Шереметьево и проводить работы для строительства ТПУ «Лианозово». Здесь закроют путь «На Москву» на Марке D1 и линию в Шереметьево. 
 
🚌Для поездок в аэропорт пользуйтесь экспресс-автобусами от метро «Ховрино»: khovrino.aeroexpress.ru 
 
Смотрите график:
🔹пригородных и городских поездов — на central-ppk.ru/new
🔹Аэроэкспрессов — на aeroexpress.ru/aero/schedule",14
"🚉С запуском D3 и D4 у вас появятся новые маршруты, которые помогут сэкономить время. Собрали несколько таких примеров👇",76
"🚁Новая тематическая «Тройка» — в честь 15-летия [club47275428|Ростеха] 

На карте есть узнаваемые разработки Госкорпорации в области микроэлектроники, авиации и транспорта.

Ищите «Тройки» на станциях Кольцевой линии и внутри нее, а еще на станциях БКЛ. Тираж — 50 тысяч😌",15
"Как идут работы в тоннеле Замоскворецкой линии👇

Сейчас готовимся к выемке грунта. Для этого здесь:

🔹демонтировали все оборудование
🔹установили перегородки и рамы усиления, чтобы конструкции оставались прочными
🔹поставим насос, чтобы он откачивал лишнюю воду

Больше 80 человек работают в 2 смены, чтобы закончить ремонт в срок.",64
"🚇Каково быть девушкой-машинистом? Яника Даскалова поделилась особенностями своей работы

Сейчас в метро Москвы работают 19 женщин-машинистов и 12 помощников машиниста. Еще 38 девушек учатся в нашем Корпоративном университете. 

Хотите стать частью большой команды? О вакансиях метро можно узнать:

🔹в центрах подбора персонала
🔹на job.mosmetro.ru
🔹у чат-бота Александры у нас в ЛС",37
"🥳Смотрите, как мило прошел день рождения МЦД

На D1 установили настоящий ДиВан, в Иволге пассажирам дарили вкусняшки, на станциях сотрудники Организатора перевозок раздавали печенья с предсказаниями.

А еще для ценителей прекрасного на Славянском бульваре и Окружной были выставки с работами художников школы Андрияки и с фото МЦД.",25
"🎂Сегодня — 3 года МЦД

Спасибо команде и коллегам за ежедневный труд. Спасибо нашим пассажирам, что вы с нами.

Диаметры — это по любви😍",9
"🚇Новый гость проекта «Звезды в метро» — заслуженный артист России Гоша Куценко 
 
Он начал свою экскурсию с «Каширской», где находится Онкологический Центр им. Н.Н. Блохина. Куценко — его друг и волонтер. 
 
Cейчас станция закрыта, пока идет ремонт тоннеля между «Автозаводской» и «Орехово» ( альтернативные маршруты есть тут: i.transport.mos.ru/2). Но мы успели снять выпуск заранее. 
 
Артист рассказал о Калужско-Рижской линии, с которой у него связано много приятных воспоминаний. В метро он часто наблюдает за мимикой и жестами пассажиров — это важно при работе над ролью. 
 
Все серии проекта смотрите здесь: i.transport.mos.ru/metro_stars",3
"🤵🏻👰🏼‍Ночью на «Маяковской» прошли сразу 2 свадьбы 
 
Пары поженились в рамках проекта «Новые адреса счастья» — такая необычная локация дарит влюбленным незабываемые впечатления. 
 
Вы можете подать заявление о заключении брака на станции лично или онлайн через: 
 
🔹mos.ru: mos.ru/pgu/ru/services/link/3951 
🔹Госуслуги: gosuslugi.ru/situation/family_creation/marriage_registration",46
"❗️С 1:00 22 ноября по 4:00 23 ноября на Рижском направлении ж/д изменится расписание поездов

🔹Не будет движения от/до Рижского вокзала: поезда поедут от/до Площади трех вокзалов и Курского вокзала с остановкой на Рижской D2
🔹Интервалы местами увеличат до 18 минут

Это нужно для строительства ТПУ «Рижская» — здесь будут перемещать пути на новую ось, поэтому на 27 часов закроют путь на Рижский вокзал. Вместо него пользуйтесь станцией Рижская D2.

График движения на МЦД смотрите в приложениях «Метро Москвы», «Расписание и билеты ЦППК» и на central-ppk.ru/new",0
"🎉21 ноября МЦД — 3 года. В честь этого мы сделали фотовыставку сотрудников в переходе на «Чистых прудах»

Каждый день они делают ваши поездки удобнее:

🔹помогают найти нужный маршрут и купить билет
🔹плавно ведут обновленные поезда
🔹проектируют и строят красивые станции
🔹чертят графики движения с удобными интервалами
🔹координируют работу огромного комплекса

На фото — малая часть большого коллектива. Спасибо всем, кто помогает развивать этот важный проект❤️",52
"⚒Продолжаем ремонт подземного вестибюля «Комсомольской» — что уже сделали: 
 
🔹проложили 1,5 км новых коммуникаций 
🔹покрасили больше 2500 кв. м потолка 
🔹уложили на стены почти 1000 кв. м мрамора 
🔹положили на пол больше 1500 кв. м гранита 
🔹поменяли освещение 
 
Поездки многих начинаются именно с этой станции. Поэтому мы ремонтируем без полного закрытия вестибюля, чтобы вы не меняли привычные маршруты. 
 
Сейчас работы [https://vk.com/wall-70228347_206280|идут] в последней зоне — больше 50 человек работают в 2 смены. Скоро закончим💪",15
